phone_number,phone_perm,phone_freq
(404)685-6389,Opt-In,45
(400)520-6468,Opt-In,21
(734)784-0787,Opt-Out,7
(336)506-5171,Unkown,45
(461)727-8582,Opt-In,14
(349)692-3540,Opt-In,7
(352)727-1099,Opt-Out,14
(541)335-1998,Opt-In,45
(565)785-8826,Opt-In,45
(632)615-7650,Opt-In,7
(616)585-4580,Opt-Out,14
(452)594-1403,Opt-In,21
(236)311-2420,Opt-In,30
(453)472-1935,Unkown,14
(384)317-0176,Unkown,30
(615)574-2060,Opt-In,21
(437)559-8536,Opt-Out,30
(689)623-0503,Opt-In,7
(628)458-4825,Opt-In,45
(541)565-4841,Opt-In,45
(279)480-2492,Unkown,21
(764)610-3924,Opt-In,14
(665)783-2348,Opt-In,14
(607)771-3434,Opt-Out,14
(489)716-2783,Unkown,7
(616)603-8961,Opt-In,45
(404)365-6888,Unkown,30
(421)748-7728,Opt-Out,45
(206)345-9977,Unkown,14
(727)526-3596,Opt-In,7
(263)394-9150,Opt-In,30
(222)770-7180,Unkown,14
(600)641-8923,Opt-In,30
(735)498-6234,Opt-In,7
(669)604-4843,Opt-In,14
(384)464-6601,Opt-Out,21
(356)625-8511,Opt-Out,7
(393)587-3352,Unkown,45
(582)347-6748,Unkown,21
(234)581-6299,Opt-In,30
(492)778-3112,Unkown,21
(413)555-0912,Opt-In,30
(371)609-1971,Opt-In,7
(614)617-6044,Unkown,45
(202)370-7532,Opt-In,45
(327)792-2263,Opt-In,30
(692)503-8116,Opt-In,45
(556)390-3212,Opt-In,7
(201)512-7588,Opt-In,45
(512)525-1470,Opt-Out,21
(607)324-8292,Opt-In,21
(727)596-6303,Opt-Out,14
(769)761-9615,Opt-Out,45
(573)410-3736,Opt-In,45
(796)796-3928,Opt-Out,14
(768)322-7758,Opt-In,7
(709)528-8429,Opt-In,30
(421)318-7520,Opt-In,21
(723)535-2196,Opt-Out,45
(236)519-9220,Opt-In,14
(494)582-7443,Opt-In,21
(291)762-7699,Unkown,45
(503)438-9138,Opt-In,45
(207)792-9986,Opt-Out,21
(589)568-8967,Opt-In,14
(644)724-4312,Unkown,14
(490)781-8717,Opt-Out,30
(710)540-6409,Unkown,45
(551)784-6327,Unkown,30
(579)462-1929,Opt-Out,30
(433)479-7345,Opt-Out,21
(799)510-1481,Opt-Out,14
(522)447-1271,Opt-Out,21
(484)582-7903,Opt-Out,21
(507)355-9060,Opt-Out,14
(328)602-4663,Opt-In,14
(514)488-5233,Unkown,7
(767)402-7399,Opt-In,7
(674)414-1916,Unkown,30
(361)406-7812,Opt-In,21
(385)602-8418,Opt-Out,21
(267)607-0559,Opt-In,21
(532)676-6259,Unkown,21
(459)540-7106,Unkown,30
(475)415-3029,Opt-In,7
(261)566-3761,Opt-In,14
(274)542-2762,Unkown,30
(510)772-5083,Opt-Out,30
(202)503-9298,Opt-Out,21
(767)580-6320,Unkown,30
(473)674-1811,Opt-Out,45
(711)773-8876,Opt-In,21
(512)671-1472,Unkown,14
(262)407-2847,Opt-In,14
(279)356-2290,Opt-In,30
(391)572-0785,Unkown,14
(314)395-9417,Opt-In,7
(536)573-7169,Opt-In,7
(261)343-4421,Opt-In,30
(531)346-6647,Opt-Out,7
(317)558-3227,Unkown,7
(503)558-7862,Unkown,30
(302)719-2786,Opt-Out,45
(330)531-7391,Opt-Out,30
(435)564-9202,Opt-In,14
(387)745-1115,Opt-In,14
(714)446-1482,Opt-Out,45
(467)707-9347,Unkown,30
(742)323-9355,Opt-Out,30
(223)632-4046,Unkown,21
(619)764-8902,Opt-In,7
(382)790-0176,Opt-Out,21
(711)461-4121,Unkown,7
(274)671-3880,Opt-In,21
(280)777-5760,Opt-In,14
(220)611-9802,Opt-Out,14
(561)393-0139,Opt-Out,14
(535)484-9027,Opt-In,30
(471)554-3665,Opt-Out,21
(282)567-6460,Opt-In,30
(764)373-3796,Unkown,7
(444)387-9340,Unkown,14
(221)512-4169,Opt-In,30
(656)486-4146,Opt-Out,7
(609)455-2654,Opt-Out,21
(652)473-1121,Unkown,30
(507)337-9998,Opt-In,14
(721)708-5501,Opt-In,30
(582)489-9854,Unkown,45
(398)464-7689,Opt-Out,14
(375)754-9130,Opt-In,7
(400)754-0024,Opt-In,30
(283)440-9393,Opt-In,7
(774)512-8248,Opt-In,45
(240)770-5675,Opt-In,14
(277)534-0909,Unkown,14
(282)688-7278,Opt-In,45
(715)710-8662,Unkown,14
(579)463-8798,Opt-Out,14
(804)608-3139,Unkown,21
(377)434-1847,Unkown,21
(783)436-5221,Unkown,45
(674)345-1896,Unkown,7
(406)738-8173,Opt-In,14
(326)734-4501,Opt-In,21
(464)773-5121,Opt-Out,7
(631)776-1220,Opt-In,14
(780)418-8125,Opt-In,45
(270)325-0574,Unkown,30
(780)745-3433,Opt-In,45
(407)442-9721,Opt-In,30
(429)362-9770,Opt-In,7
(618)359-7351,Opt-In,14
(480)511-3693,Opt-In,21
(258)568-0320,Unkown,21
(383)447-6668,Opt-In,14
(349)638-9013,Opt-In,21
(241)393-2685,Unkown,45
(294)355-3537,Opt-Out,21
(492)419-6151,Opt-In,7
(461)678-7797,Unkown,30
(473)542-1464,Opt-In,7
(777)559-3226,Opt-In,30
(486)603-6282,Opt-In,14
(485)599-4408,Opt-Out,7
(433)531-5195,Opt-In,7
(718)580-7531,Unkown,21
(540)516-5308,Unkown,7
(642)784-1960,Opt-In,45
(652)583-5691,Opt-In,45
(257)544-6400,Opt-Out,14
(315)305-4873,Opt-In,21
(459)420-7024,Opt-In,21
(800)557-0630,Opt-Out,30
(544)710-4808,Unkown,30
(748)350-1063,Opt-In,7
(277)413-4036,Opt-In,30
(388)412-0515,Opt-In,21
(381)679-0727,Opt-Out,21
(410)456-4174,Opt-Out,45
(769)326-4327,Opt-In,30
(204)333-9864,Opt-In,14
(599)447-7257,Opt-In,30
(372)591-5477,Opt-Out,45
(610)343-9677,Opt-Out,45
(591)657-2175,Unkown,21
(206)390-6828,Opt-Out,21
(454)378-1344,Opt-In,45
(212)320-2601,Opt-In,45
(340)305-2849,Opt-In,45
(602)577-0194,Unkown,21
(312)378-8127,Opt-In,7
(689)554-6453,Opt-In,7
(596)326-6317,Opt-In,14
(310)542-8477,Opt-In,30
(228)778-7295,Unkown,30
(667)357-1803,Opt-In,45
(778)669-0668,Opt-In,14
(244)634-1765,Opt-In,21
(659)502-0299,Opt-In,30
(316)634-5722,Opt-In,30
(746)519-7300,Opt-Out,7
(502)764-5193,Opt-Out,14
(660)588-5969,Opt-In,30
(698)439-1387,Opt-In,7
(333)700-7119,Opt-In,21
(384)422-7006,Opt-In,30
(544)666-3886,Opt-In,45
(222)463-9492,Unkown,30
(722)342-1002,Opt-Out,45
(687)380-9277,Opt-In,30
(665)657-1739,Opt-In,14
(438)390-1414,Unkown,21
(604)472-5472,Opt-Out,14
(657)476-6118,Opt-Out,30
(247)588-7843,Opt-In,7
(447)776-0016,Opt-Out,21
(586)779-9675,Opt-In,14
(567)518-1627,Unkown,45
(650)325-6004,Unkown,45
(656)487-9101,Opt-Out,14
(470)475-8138,Opt-In,14
(410)427-4836,Opt-In,21
(258)413-9378,Opt-In,21
(620)583-2648,Opt-In,21
(479)639-4521,Opt-In,21
(684)384-9153,Unkown,45
(493)688-4732,Opt-In,45
(771)410-3945,Unkown,30
(531)412-1784,Opt-Out,21
(302)664-1760,Opt-In,45
(665)351-0473,Opt-In,45
(434)468-9551,Opt-In,7
(518)722-8844,Unkown,7
(638)374-6193,Unkown,30
(718)623-2441,Opt-Out,7
(593)682-7437,Opt-Out,30
(481)436-5202,Unkown,30
(293)594-5366,Opt-Out,30
(562)498-5840,Opt-In,21
(211)532-1699,Unkown,14
(555)366-1901,Opt-In,30
(474)449-4422,Opt-In,7
(546)761-0808,Opt-In,45
(462)563-2771,Opt-Out,21
(662)417-3822,Unkown,45
(661)525-0850,Unkown,14
(311)468-6474,Unkown,14
(328)362-7833,Opt-In,21
(616)412-8091,Opt-In,45
(716)402-2716,Opt-In,21
(800)579-1114,Unkown,14
(771)650-5721,Opt-Out,21
(647)780-0251,Opt-In,45
(470)323-0689,Opt-In,45
(717)575-0466,Unkown,45
(589)741-0309,Unkown,30
(616)408-2052,Opt-In,14
(467)683-9348,Opt-Out,7
(381)345-4566,Opt-In,14
(656)707-1804,Opt-In,7
(435)520-3258,Opt-In,14
(241)720-7843,Opt-Out,21
(598)344-8230,Unkown,21
(343)622-4981,Opt-In,45
(372)745-4551,Opt-Out,30
(363)458-7583,Unkown,45
(668)315-7235,Opt-In,14
(509)686-8505,Opt-In,14
(611)369-2067,Opt-Out,30
(230)553-8986,Opt-Out,30
(586)420-4872,Opt-In,45
(534)335-7300,Opt-Out,7
(295)408-8384,Opt-Out,7
(799)463-4828,Opt-Out,21
(462)530-1011,Opt-In,14
(622)581-6702,Opt-Out,21
(426)592-8688,Opt-In,7
(734)719-1418,Opt-In,14
(305)529-7386,Opt-Out,14
(788)347-1835,Opt-In,21
(772)685-7681,Opt-Out,21
(460)628-4137,Unkown,7
(371)348-6939,Unkown,30
(608)602-2393,Opt-In,7
(424)790-6881,Unkown,45
(386)321-7338,Opt-In,21
(373)460-5350,Opt-In,21
(539)566-0937,Opt-In,45
(640)429-7925,Opt-In,7
(612)634-5811,Opt-In,7
(569)521-5697,Unkown,45
(396)337-8816,Opt-Out,30
(488)466-7291,Opt-In,7
(539)323-8329,Opt-Out,7
(471)488-4099,Opt-Out,7
(389)438-3073,Opt-In,45
(354)739-3543,Opt-Out,21
(433)524-7913,Opt-Out,21
(427)595-6465,Unkown,14
(344)543-0777,Opt-Out,30
(517)400-1126,Opt-In,21
(705)353-7146,Unkown,14
(648)364-4474,Opt-Out,21
(699)386-2531,Opt-In,45
(537)493-3053,Opt-Out,14
(202)740-9511,Opt-In,21
(242)687-7337,Opt-In,7
(588)484-2935,Unkown,14
(302)409-1106,Opt-In,7
(252)701-4327,Unkown,21
(705)422-2229,Unkown,14
(308)624-0524,Unkown,45
(366)556-3842,Opt-In,45
(754)308-3438,Unkown,21
(760)402-7343,Opt-In,7
(257)704-9016,Opt-In,14
(378)568-1062,Opt-In,21
(291)527-8325,Unkown,45
(418)374-7808,Opt-In,45
(295)635-4560,Opt-In,21
(741)310-0002,Unkown,30
(514)710-4160,Opt-In,21
(380)542-0160,Opt-In,7
(329)686-8483,Opt-In,30
(693)318-4238,Opt-Out,21
(459)739-9491,Opt-Out,45
(486)319-3863,Opt-In,21
(227)374-0888,Opt-In,30
(428)524-3417,Opt-In,45
(627)501-9553,Opt-In,21
(481)361-6959,Unkown,45
(403)675-3072,Unkown,45
(495)606-3659,Unkown,7
(730)438-8066,Opt-In,7
(221)711-3157,Unkown,30
(427)620-0363,Opt-In,21
(467)404-7200,Opt-In,21
(318)684-3965,Opt-Out,7
(652)778-2951,Opt-In,7
(225)390-2036,Unkown,45
(611)596-1372,Unkown,14
(215)406-5058,Unkown,7
(356)710-8983,Opt-Out,7
(405)632-2925,Unkown,14
(750)508-9664,Unkown,45
(392)441-4330,Opt-In,30
(298)569-2095,Opt-In,30
(394)646-2372,Unkown,7
(258)493-4366,Opt-In,7
(447)692-5897,Opt-Out,21
(516)510-0108,Opt-Out,45
(712)797-6625,Opt-Out,30
(584)377-0872,Opt-In,30
(615)470-5348,Opt-In,14
(612)368-7880,Opt-In,21
(788)569-9922,Opt-In,30
(500)726-7681,Opt-In,14
(605)656-4029,Unkown,7
(552)622-3634,Unkown,21
(559)574-0242,Unkown,7
(349)549-0935,Opt-Out,21
(221)530-6781,Opt-In,45
(293)787-9832,Unkown,7
(803)415-3867,Opt-In,14
(429)487-2389,Opt-In,30
(665)734-5343,Opt-Out,21
(463)522-8658,Opt-In,45
(710)705-5530,Opt-In,45
(235)670-7800,Unkown,14
(636)342-2589,Opt-In,21
(665)339-1908,Opt-In,30
(477)708-9377,Unkown,21
(382)544-7769,Opt-In,45
(500)492-6623,Unkown,14
(228)394-5812,Opt-Out,14
(458)630-4565,Opt-In,21
(740)380-8274,Opt-In,14
(256)497-1493,Opt-Out,30
(490)712-2792,Opt-In,45
(725)517-4027,Opt-In,30
(533)414-1520,Opt-In,14
(445)386-9132,Unkown,30
(749)402-0283,Opt-Out,45
(515)725-0112,Opt-In,30
(624)772-6178,Opt-In,21
(658)755-9707,Opt-Out,7
(408)522-3266,Opt-In,14
(641)430-8871,Opt-Out,21
(771)312-1071,Opt-In,7
(690)621-1987,Opt-In,14
(765)513-4716,Opt-Out,30
(627)710-3450,Opt-In,7
(604)385-3825,Opt-In,30
(451)524-9216,Opt-In,7
(658)360-7744,Unkown,14
(364)665-2010,Opt-In,30
(545)688-0444,Unkown,45
(540)668-2332,Opt-Out,21
(212)604-1259,Opt-Out,7
(583)320-8035,Opt-Out,30
(752)612-8864,Opt-In,21
(217)449-5445,Unkown,14
(212)544-3469,Opt-In,7
(605)346-7678,Opt-Out,21
(555)604-0021,Opt-In,21
(291)381-5576,Unkown,45
(419)578-3490,Opt-In,45
(715)337-1805,Opt-Out,45
(210)774-7156,Opt-Out,7
(367)434-1152,Opt-Out,30
(648)327-1395,Opt-In,14
(253)581-6125,Unkown,7
(662)694-6133,Unkown,7
(701)308-8879,Opt-In,30
(650)439-8069,Unkown,30
(667)603-3773,Unkown,30
(586)502-0009,Opt-In,7
(755)516-0378,Opt-In,7
(779)577-0884,Opt-In,14
(509)740-0818,Opt-In,7
(451)589-3588,Opt-In,7
(409)475-9532,Opt-Out,30
(402)750-0446,Unkown,14
(357)343-3550,Opt-In,45
(208)358-2759,Opt-In,7
(755)347-9732,Unkown,14
(751)430-5229,Opt-In,45
(791)555-7305,Opt-In,7
(505)356-6769,Opt-In,30
(389)627-5539,Opt-In,21
(592)374-2262,Opt-In,14
(672)405-8472,Opt-Out,7
(434)383-9887,Opt-Out,30
(361)765-4444,Opt-In,30
(285)568-3879,Opt-Out,7
(455)700-6161,Opt-Out,7
(469)338-8592,Opt-Out,21
(236)556-0786,Opt-In,7
(555)339-5838,Opt-Out,21
(710)702-7307,Unkown,21
(600)345-6949,Opt-In,7
(547)642-0658,Opt-Out,45
(347)487-8388,Unkown,21
(259)674-2914,Unkown,7
(757)511-1945,Opt-Out,21
(249)401-6117,Unkown,21
(460)363-2471,Unkown,7
(413)758-7708,Opt-Out,21
(558)715-0342,Opt-In,21
(590)481-1616,Unkown,7
(258)633-7110,Opt-In,7
(296)662-6404,Opt-Out,30
(436)591-9940,Opt-In,14
(244)543-0266,Unkown,30
(231)710-1957,Opt-In,30
(727)322-7633,Opt-In,21
(800)485-1888,Opt-Out,45
(614)410-4960,Opt-In,21
(725)469-1489,Unkown,45
(659)748-9614,Unkown,14
(705)640-7291,Opt-In,45
(681)376-9840,Opt-In,21
(481)434-8013,Unkown,30
(237)517-5810,Opt-In,30
(704)767-9680,Opt-In,7
(779)643-8020,Unkown,21
(623)752-9839,Opt-Out,7
(787)579-7898,Opt-Out,7
(345)569-5559,Opt-In,45
(625)533-6466,Unkown,30
(761)499-8025,Opt-Out,45
(212)525-0200,Unkown,45
(253)398-6623,Opt-Out,21
(228)412-3562,Opt-In,30
(293)717-7108,Unkown,21
(780)606-1077,Opt-Out,45
(699)444-7291,Opt-Out,14
(475)655-4294,Opt-In,45
(304)304-2967,Opt-Out,30
(362)490-8809,Unkown,21
(766)392-5147,Opt-In,7
(633)686-1746,Opt-In,14
(243)557-7492,Unkown,21
(395)428-9109,Opt-In,30
(499)416-7135,Opt-In,21
(286)687-0480,Opt-Out,45
(682)542-2969,Opt-Out,21
(410)630-7358,Opt-Out,30
(667)490-0146,Opt-In,21
(568)503-8609,Opt-Out,45
(341)397-2580,Opt-In,30
(743)571-7796,Opt-In,21
(655)719-2267,Opt-In,7
(370)546-1688,Opt-In,14
(646)670-3390,Opt-In,14
(770)699-9995,Opt-In,45
(651)452-3920,Opt-Out,30
(559)601-8214,Opt-In,21
(667)467-9993,Unkown,30
(440)678-3958,Opt-Out,7
(543)642-9936,Opt-In,21
(210)692-7879,Opt-Out,21
(800)527-2345,Opt-In,45
(787)512-7575,Opt-Out,7
(650)468-7086,Opt-Out,30
(263)640-6313,Opt-In,14
(698)383-3651,Opt-Out,45
(670)387-4418,Opt-Out,45
(324)354-2155,Opt-Out,7
(743)463-2478,Opt-Out,7
(340)790-6444,Unkown,14
(613)707-0224,Opt-In,21
(515)525-7788,Opt-In,45
(692)680-5013,Opt-In,14
(731)667-7767,Opt-In,21
(306)727-3899,Opt-In,30
(464)353-9065,Opt-Out,7
(328)691-2473,Opt-In,7
(296)454-5059,Opt-In,14
(550)580-5024,Unkown,30
(766)708-0239,Unkown,21
(778)439-3281,Opt-In,45
(696)484-9965,Opt-Out,7
(679)315-3715,Opt-Out,30
(305)536-5803,Unkown,7
(711)581-3363,Opt-In,21
(578)484-2198,Opt-In,45
(625)703-0790,Opt-Out,45
(706)704-4078,Opt-Out,14
(531)306-4979,Opt-In,30
(307)638-5079,Opt-In,14
(725)623-1443,Opt-In,45
(461)785-9366,Opt-In,30
(476)478-3692,Unkown,21
(416)790-2444,Opt-In,7
(615)575-3365,Opt-In,7
(249)453-8106,Opt-In,7
(668)597-3126,Unkown,14
(800)530-1475,Opt-In,21
(288)553-2676,Opt-In,14
(375)544-7646,Unkown,7
(384)560-7928,Opt-Out,30
(711)542-8110,Opt-In,45
(780)590-1451,Opt-In,45
(489)699-4666,Opt-In,7
(438)354-9237,Opt-In,14
(262)752-6045,Unkown,30
(635)759-4200,Opt-Out,45
(558)649-0027,Unkown,7
(680)674-4915,Opt-In,30
(754)544-3663,Opt-In,21
(270)640-6831,Opt-Out,21
(565)670-6290,Opt-In,14
(774)758-9556,Unkown,21
(549)518-9506,Opt-In,14
(329)370-2899,Opt-Out,7
(420)681-3095,Opt-In,14
(581)593-4994,Unkown,7
(531)524-1106,Opt-Out,7
(345)564-6598,Opt-In,45
(451)793-0065,Opt-In,7
(754)463-6078,Opt-Out,45
(416)703-9344,Opt-In,30
(296)350-1061,Opt-Out,21
(211)630-4456,Opt-In,21
(442)497-5475,Opt-In,21
(370)440-0695,Opt-In,14
(400)560-3272,Opt-In,30
(221)585-4021,Opt-Out,14
(413)616-6139,Opt-In,30
(735)490-6919,Opt-In,21
(392)547-3588,Unkown,21
(645)363-3655,Opt-In,30
(289)759-9092,Opt-In,21
(606)488-3205,Unkown,30
(623)741-8532,Opt-In,45
(328)774-8484,Opt-In,21
(405)731-5532,Opt-In,21
(374)734-3174,Opt-In,21
(379)317-2841,Opt-In,14
(330)508-8618,Opt-In,45
(272)401-4036,Opt-Out,30
(608)566-7383,Opt-In,30
(569)795-7586,Unkown,7
(225)434-0516,Opt-Out,14
(304)727-0907,Opt-In,7
(668)705-9387,Unkown,30
(227)644-5693,Opt-Out,45
(433)534-2993,Unkown,45
(756)774-3385,Opt-Out,14
(407)780-5121,Opt-In,7
(416)605-6682,Opt-Out,14
(782)502-1267,Opt-In,30
(719)453-0703,Opt-In,7
(722)341-6863,Unkown,21
(779)318-8606,Opt-In,30
(793)745-3158,Opt-Out,14
(223)518-7210,Unkown,45
(519)308-0832,Unkown,7
(708)645-4284,Opt-In,14
(699)628-5669,Opt-In,45
(265)426-3710,Opt-In,30
(241)744-7329,Opt-In,14
(459)351-3531,Opt-Out,7
(201)461-7631,Opt-In,21
(327)477-0557,Opt-In,45
(751)716-0874,Opt-In,45
(272)783-1024,Opt-In,14
(640)605-2264,Opt-In,14
(674)380-9067,Opt-In,21
(774)777-3249,Opt-In,45
(566)653-1320,Unkown,21
(274)644-4585,Opt-In,45
(213)389-2708,Opt-Out,14
(409)656-6478,Unkown,14
(610)405-9758,Unkown,7
(609)497-0368,Opt-In,45
(388)738-1634,Opt-Out,14
(404)341-2177,Opt-In,21
(380)586-8824,Opt-Out,21
(328)592-4664,Opt-Out,7
(406)373-7042,Opt-In,21
(715)422-5633,Opt-In,14
(397)362-4891,Unkown,7
(731)766-7909,Unkown,21
(253)516-9689,Unkown,30
(272)440-0523,Unkown,14
(778)722-0613,Opt-Out,7
(801)370-5111,Opt-Out,21
(699)401-3064,Opt-In,45
(725)753-5901,Opt-In,45
(454)450-9488,Unkown,14
(322)540-5518,Opt-Out,7
(438)445-6718,Opt-In,30
(524)397-5687,Unkown,14
(702)673-1716,Opt-In,21
(504)745-8785,Unkown,14
(214)791-3641,Opt-In,30
(251)731-4974,Opt-Out,30
(391)539-4198,Opt-In,45
(599)613-6923,Opt-In,21
(803)773-6673,Unkown,21
(778)364-7439,Opt-In,21
(682)568-2618,Opt-In,30
(209)716-4347,Opt-In,14
(438)599-1129,Opt-In,7
(776)461-3321,Opt-In,45
(254)559-7402,Opt-In,30
(395)408-4375,Unkown,7
(603)615-9285,Opt-In,21
(715)601-2646,Opt-In,45
(568)746-4333,Opt-In,30
(578)377-1274,Unkown,21
(801)668-8689,Opt-In,21
(647)533-0216,Opt-Out,7
(788)721-2463,Opt-In,7
(495)623-6618,Opt-In,14
(794)715-6561,Opt-In,45
(214)355-7110,Unkown,45
(314)744-9810,Opt-Out,14
(220)645-4546,Opt-In,45
(598)385-8337,Opt-In,21
(260)729-3415,Opt-In,14
(425)624-9085,Opt-In,7
(236)340-0876,Unkown,7
(574)396-9530,Opt-Out,45
(621)522-4438,Opt-In,14
(418)646-6265,Unkown,30
(701)591-1450,Opt-Out,30
(664)388-3955,Opt-In,45
(226)740-1902,Opt-In,30
(702)379-7708,Opt-In,7
(448)529-4035,Opt-In,30
(287)445-6909,Opt-In,14
(405)539-8119,Opt-In,30
(677)364-9223,Opt-In,7
(305)759-7320,Unkown,45
(539)392-4681,Opt-Out,45
(477)453-2264,Opt-In,45
(460)601-5996,Opt-Out,14
(385)682-6355,Unkown,21
(744)382-8423,Opt-Out,14
(540)422-5436,Opt-In,7
(727)697-4760,Opt-In,14
(273)691-9915,Unkown,14
(589)394-8467,Opt-In,7
(271)765-3687,Unkown,21
(210)355-9864,Opt-Out,30
(491)415-9101,Opt-In,14
(470)460-7117,Opt-In,30
(356)314-3384,Unkown,45
(227)416-1309,Unkown,45
(665)470-0257,Opt-In,45
(450)523-2696,Opt-In,14
(597)424-1892,Opt-In,45
(359)554-2850,Unkown,7
(470)582-2207,Opt-Out,21
(599)386-0483,Opt-In,7
(399)493-9050,Opt-In,14
(526)734-4024,Opt-Out,14
(628)568-7428,Opt-Out,7
(235)501-1959,Opt-In,21
(464)670-5411,Opt-In,14
(766)548-0541,Unkown,14
(248)364-0860,Opt-In,30
(488)371-6247,Opt-Out,7
(379)611-7971,Opt-Out,21
(690)420-0823,Opt-In,7
(722)326-3955,Opt-Out,14
(416)726-4852,Opt-In,7
(212)375-6420,Opt-In,45
(280)660-9688,Opt-In,21
(730)687-0267,Opt-In,21
(510)719-4888,Unkown,14
(699)663-5405,Opt-Out,14
(593)528-7203,Opt-In,21
(309)336-6162,Opt-Out,30
(439)321-5117,Opt-In,30
(739)590-9540,Unkown,7
(258)710-2200,Opt-In,7
(633)692-3873,Opt-In,21
(801)336-6341,Opt-In,7
(511)599-1592,Opt-Out,45
(293)439-2526,Opt-In,14
(722)369-2951,Opt-In,21
(380)738-3076,Unkown,21
(552)691-4485,Unkown,14
(740)674-5356,Opt-Out,30
(685)392-3986,Opt-In,14
(408)759-8794,Unkown,7
(725)543-8542,Unkown,7
(698)444-9960,Opt-Out,21
(583)336-6282,Unkown,30
(457)701-3807,Opt-In,14
(594)390-6299,Unkown,30
(694)358-6159,Opt-In,21
(308)408-4910,Opt-In,14
(781)630-0626,Opt-Out,45
(595)521-5858,Unkown,7
(606)697-5203,Opt-In,14
(667)574-6924,Unkown,30
(544)437-1705,Opt-In,14
(243)535-4587,Opt-In,21
(295)579-2695,Opt-In,21
(780)404-3242,Opt-Out,21
(471)629-8977,Opt-Out,45
(753)539-0989,Opt-In,21
(367)334-9309,Opt-In,21
(482)311-4994,Opt-In,21
(305)462-0474,Unkown,7
(731)418-7210,Opt-In,14
(757)448-4840,Unkown,7
(213)468-0299,Opt-In,7
(221)606-2994,Opt-In,21
(394)788-9271,Opt-In,14
(750)312-9326,Unkown,14
(446)655-7656,Opt-Out,7
(390)534-8083,Unkown,14
(553)339-9229,Opt-In,45
(351)538-3212,Opt-In,30
(434)645-9014,Unkown,30
(376)650-4164,Opt-In,21
(411)678-2163,Opt-In,45
(393)718-0791,Opt-In,21
(770)377-0780,Opt-In,45
(343)416-4956,Opt-Out,14
(723)381-3684,Unkown,21
(382)517-1477,Unkown,45
(624)595-4016,Unkown,21
(458)318-3727,Unkown,45
(591)357-4155,Unkown,21
(716)681-1399,Unkown,21
(273)699-3318,Opt-In,30
(217)640-5793,Unkown,7
(400)316-5636,Opt-Out,14
(533)749-1306,Unkown,14
(486)557-2154,Unkown,30
(633)415-0830,Opt-In,45
(338)453-1862,Opt-In,21
(386)634-3307,Unkown,30
(437)361-5661,Opt-Out,7
(398)354-1842,Opt-In,30
(331)557-3995,Unkown,7
(407)317-2279,Unkown,21
(349)432-5544,Opt-In,45
(662)409-3037,Opt-In,14
(757)742-0562,Unkown,30
(543)487-5864,Opt-In,14
(718)587-4263,Opt-In,21
(509)774-7356,Opt-In,30
(344)547-6908,Opt-In,45
(326)586-3822,Opt-In,21
(269)767-0792,Opt-In,30
(502)613-3410,Opt-In,45
(299)362-2023,Opt-In,30
(560)666-0069,Opt-In,14
(428)487-3484,Opt-In,45
(358)741-7207,Opt-In,45
(744)491-0281,Unkown,7
(338)741-3334,Opt-Out,7
(412)572-0800,Unkown,30
(760)794-8498,Opt-In,45
(407)388-6598,Opt-In,7
(440)373-4289,Opt-Out,7
(280)413-1747,Opt-Out,30
(224)415-3980,Opt-Out,30
(746)468-8025,Opt-Out,21
(753)572-5700,Opt-In,7
(736)715-5133,Opt-In,30
(688)728-4051,Unkown,14
(596)711-2469,Opt-In,45
(696)526-2119,Opt-In,45
(276)691-2967,Opt-In,45
(203)617-7525,Opt-In,14
(597)339-5394,Opt-In,45
(797)684-7877,Opt-In,21
(238)508-8498,Opt-Out,45
(226)357-1412,Unkown,21
(245)313-3407,Opt-In,45
(318)623-1165,Unkown,14
(321)670-6110,Opt-In,7
(465)502-1237,Opt-Out,45
(763)630-8231,Opt-Out,30
(296)386-6861,Opt-Out,30
(393)483-2611,Opt-In,21
(345)636-3152,Unkown,21
(461)359-7729,Opt-Out,45
(756)362-5532,Opt-In,45
(246)475-6138,Opt-In,45
(248)371-0554,Opt-Out,45
(737)728-4432,Unkown,30
(279)428-5069,Unkown,21
(603)606-7271,Unkown,14
(608)783-1396,Opt-In,45
(343)514-8681,Unkown,45
(455)656-9090,Unkown,14
(352)612-5529,Opt-In,30
(689)506-6887,Opt-In,7
(217)794-7199,Unkown,45
(730)663-0796,Opt-Out,45
(788)758-8692,Unkown,21
(217)424-7462,Opt-In,45
(298)442-0878,Opt-In,45
(490)699-7048,Opt-In,21
(292)489-2387,Unkown,21
(659)645-4773,Opt-In,7
(212)524-8838,Opt-Out,7
(245)360-9995,Opt-In,7
(620)794-0041,Opt-Out,21
(532)396-2788,Unkown,7
(247)350-0549,Opt-Out,21
(422)684-1333,Unkown,45
(471)590-2387,Opt-In,30
(766)558-1368,Opt-In,21
(394)690-6816,Unkown,21
(731)749-0660,Opt-In,45
(374)547-5918,Opt-In,21
(275)494-4637,Opt-In,14
(597)516-6203,Opt-Out,21
(498)491-6479,Unkown,14
(655)606-7689,Unkown,30
(803)760-7053,Opt-In,14
(450)467-4436,Opt-In,45
(407)522-4155,Opt-In,7
(576)467-7985,Unkown,45
(622)478-5213,Opt-In,14
(590)524-4400,Opt-In,21
(753)736-3150,Unkown,45
(641)714-3818,Opt-In,7
(283)655-4046,Opt-Out,21
(686)342-6810,Opt-In,7
(435)328-5228,Opt-In,45
(456)469-4687,Opt-In,14
